ID,Image batch,Image channel,Image height,Image width,Output depth,Output height,Output width,Filter height,Filter width,Padding top,Padding bottom,Padding left,Padding right,Stride height,Stride width,Dilation height,Dilation width,Grouped
341,1,107,28,28,80,28,28,3,3,1,1,1,1,1,1,1,1,1
342,1,120,28,28,85,28,28,3,3,1,1,1,1,1,1,1,1,1
343,1,125,28,28,87,28,28,3,3,1,1,1,1,1,1,1,1,1
344,1,198,28,28,126,14,14,3,3,1,1,1,1,2,2,1,1,1
345,1,255,14,14,232,14,14,3,3,1,1,1,1,1,1,1,1,1
346,1,256,14,14,233,14,14,3,3,1,1,1,1,1,1,1,1,1
347,1,253,14,14,235,14,14,3,3,1,1,1,1,1,1,1,1,1
348,1,256,14,14,225,14,14,3,3,1,1,1,1,1,1,1,1,1
349,1,256,14,14,239,14,14,3,3,1,1,1,1,1,1,1,1,1
350,1,492,14,14,237,7,7,3,3,1,1,1,1,2,2,1,1,1
351,1,512,7,7,500,7,7,3,3,1,1,1,1,1,1,1,1,1
352,1,512,7,7,490,7,7,3,3,1,1,1,1,1,1,1,1,1
353,1,45,56,56,25,56,56,3,3,1,1,1,1,1,1,1,1,1
354,1,53,56,56,20,56,56,3,3,1,1,1,1,1,1,1,1,1
355,1,60,56,56,27,56,56,3,3,1,1,1,1,1,1,1,1,1
356,1,81,56,56,24,28,28,3,3,1,1,1,1,2,2,1,1,1
357,1,93,28,28,49,28,28,3,3,1,1,1,1,1,1,1,1,1
358,1,102,28,28,54,28,28,3,3,1,1,1,1,1,1,1,1,1
359,1,122,28,28,78,28,28,3,3,1,1,1,1,1,1,1,1,1
360,1,101,28,28,25,14,14,3,3,1,1,1,1,2,2,1,1,1
361,1,239,14,14,160,14,14,3,3,1,1,1,1,1,1,1,1,1
362,1,234,14,14,156,14,14,3,3,1,1,1,1,1,1,1,1,1
363,1,250,14,14,176,14,14,3,3,1,1,1,1,1,1,1,1,1
364,1,253,14,14,191,14,14,3,3,1,1,1,1,1,1,1,1,1
365,1,251,14,14,175,14,14,3,3,1,1,1,1,1,1,1,1,1
366,1,230,14,14,128,14,14,3,3,1,1,1,1,1,1,1,1,1
367,1,244,14,14,154,14,14,3,3,1,1,1,1,1,1,1,1,1
368,1,244,14,14,159,14,14,3,3,1,1,1,1,1,1,1,1,1
369,1,238,14,14,97,14,14,3,3,1,1,1,1,1,1,1,1,1
370,1,244,14,14,149,14,14,3,3,1,1,1,1,1,1,1,1,1
371,1,253,14,14,181,14,14,3,3,1,1,1,1,1,1,1,1,1
372,1,245,14,14,119,14,14,3,3,1,1,1,1,1,1,1,1,1
373,1,255,14,14,216,14,14,3,3,1,1,1,1,1,1,1,1,1
374,1,256,14,14,201,14,14,3,3,1,1,1,1,1,1,1,1,1
375,1,253,14,14,149,14,14,3,3,1,1,1,1,1,1,1,1,1
376,1,254,14,14,141,14,14,3,3,1,1,1,1,1,1,1,1,1
377,1,256,14,14,190,14,14,3,3,1,1,1,1,1,1,1,1,1
378,1,256,14,14,217,14,14,3,3,1,1,1,1,1,1,1,1,1
379,1,255,14,14,156,14,14,3,3,1,1,1,1,1,1,1,1,1
380,1,256,14,14,155,14,14,3,3,1,1,1,1,1,1,1,1,1
381,1,256,14,14,232,14,14,3,3,1,1,1,1,1,1,1,1,1
382,1,256,14,14,214,14,14,3,3,1,1,1,1,1,1,1,1,1
383,1,499,14,14,289,7,7,3,3,1,1,1,1,2,2,1,1,1
384,1,512,7,7,502,7,7,3,3,1,1,1,1,1,1,1,1,1
385,1,3,320,320,32,160,160,3,3,1,1,1,1,2,2,1,1,1
386,1,32,160,160,32,160,160,3,3,1,1,1,1,1,1,1,1,1
387,1,32,160,160,64,160,160,3,3,1,1,1,1,1,1,1,1,1
388,1,64,80,80,64,80,80,3,3,1,1,1,1,1,1,1,1,1
389,1,128,80,80,128,40,40,3,3,1,1,1,1,2,2,1,1,1
390,1,128,40,40,128,40,40,3,3,1,1,1,1,1,1,1,1,1
391,1,256,40,40,256,20,20,3,3,1,1,1,1,2,2,1,1,1
392,1,256,20,20,256,20,20,3,3,1,1,1,1,1,1,1,1,1
393,1,512,20,20,512,10,10,3,3,1,1,1,1,2,2,1,1,1
394,1,512,10,10,512,10,10,3,3,1,1,1,1,1,1,1,1,1
395,1,3,224,224,24,112,112,3,3,1,1,1,1,2,2,1,1,1
396,1,24,112,112,32,112,112,3,3,1,1,1,1,1,1,1,1,1
397,1,3,256,256,80,64,64,4,4,0,0,0,0,4,4,1,1,1
398,1,80,64,64,160,32,32,2,2,0,0,0,0,2,2,1,1,1
399,1,160,32,32,288,16,16,2,2,0,0,0,0,2,2,1,1,1
400,1,288,16,16,584,8,8,2,2,0,0,0,0,2,2,1,1,1
401,1,3,256,256,48,64,64,4,4,0,0,0,0,4,4,1,1,1
402,1,48,64,64,96,32,32,2,2,0,0,0,0,2,2,1,1,1
403,1,96,32,32,160,16,16,2,2,0,0,0,0,2,2,1,1,1
404,1,160,16,16,304,8,8,2,2,0,0,0,0,2,2,1,1,1
405,1,3,256,256,48,64,64,9,9,4,4,4,4,4,4,1,1,1
406,1,3,256,256,32,64,64,4,4,0,0,0,0,4,4,1,1,1
407,1,32,64,64,64,32,32,2,2,0,0,0,0,2,2,1,1,1
408,1,64,32,32,100,16,16,2,2,0,0,0,0,2,2,1,1,1
409,1,100,16,16,192,8,8,2,2,0,0,0,0,2,2,1,1,1
410,1,3,256,256,24,64,64,4,4,0,0,0,0,4,4,1,1,1
411,1,24,64,64,48,32,32,2,2,0,0,0,0,2,2,1,1,1
412,1,48,32,32,88,16,16,2,2,0,0,0,0,2,2,1,1,1
413,1,88,16,16,168,8,8,2,2,0,0,0,0,2,2,1,1,1
414,1,48,56,56,96,28,28,3,3,1,1,1,1,2,2,1,1,1
415,1,96,28,28,224,14,14,3,3,1,1,1,1,2,2,1,1,1
416,1,224,14,14,448,7,7,3,3,1,1,1,1,2,2,1,1,1
417,1,3,224,224,48,112,112,3,3,1,1,1,1,2,2,1,1,1
418,1,48,112,112,96,56,56,3,3,1,1,1,1,2,2,1,1,1
419,1,384,14,14,768,7,7,3,3,1,1,1,1,2,2,1,1,1
420,1,3,224,224,20,112,112,3,3,1,1,1,1,2,2,1,1,1
421,1,20,112,112,40,56,56,3,3,1,1,1,1,2,2,1,1,1
422,1,40,56,56,80,28,28,3,3,1,1,1,1,2,2,1,1,1
423,1,80,28,28,192,14,14,3,3,1,1,1,1,2,2,1,1,1
424,1,192,14,14,384,7,7,3,3,1,1,1,1,2,2,1,1,1
425,1,16,112,112,32,56,56,3,3,1,1,1,1,2,2,1,1,1
426,1,32,56,56,48,28,28,3,3,1,1,1,1,2,2,1,1,1
427,1,48,28,28,96,14,14,3,3,1,1,1,1,2,2,1,1,1
428,1,96,14,14,176,7,7,3,3,1,1,1,1,2,2,1,1,1
429,1,48,28,28,120,14,14,3,3,1,1,1,1,2,2,1,1,1
430,1,120,14,14,224,7,7,3,3,1,1,1,1,2,2,1,1,1
431,1,32,56,56,64,28,28,3,3,1,1,1,1,2,2,1,1,1
432,1,64,28,28,144,14,14,3,3,1,1,1,1,2,2,1,1,1
433,1,144,14,14,288,7,7,3,3,1,1,1,1,2,2,1,1,1
434,1,3,240,240,32,120,120,3,3,1,1,1,1,2,2,1,1,1
435,1,3,240,240,32,120,120,3,3,0,0,0,0,2,2,1,1,1
436,1,3,260,260,32,130,130,3,3,0,0,0,0,2,2,1,1,1
437,1,3,288,288,40,144,144,3,3,1,1,1,1,2,2,1,1,1
438,1,3,288,288,48,144,144,3,3,1,1,1,1,2,2,1,1,1
439,1,3,300,300,40,150,150,3,3,0,0,0,0,2,2,1,1,1
440,1,3,320,320,48,160,160,3,3,1,1,1,1,2,2,1,1,1
441,1,3,448,448,48,224,224,3,3,1,1,1,1,2,2,1,1,1
442,1,3,528,528,56,264,264,3,3,1,1,1,1,2,2,1,1,1
443,1,3,600,600,64,300,300,3,3,1,1,1,1,2,2,1,1,1
444,1,3,672,672,72,336,336,3,3,1,1,1,1,2,2,1,1,1
445,1,3,300,300,40,150,150,3,3,1,1,1,1,2,2,1,1,1
446,1,40,150,150,128,150,150,3,3,1,1,1,1,1,1,1,1,1
447,1,32,150,150,128,150,150,3,3,1,1,1,1,1,1,1,1,1
448,1,32,150,150,256,75,75,3,3,1,1,1,1,2,2,1,1,1
449,1,40,75,75,320,75,75,3,3,1,1,1,1,1,1,1,1,1
450,1,40,75,75,320,38,38,3,3,1,1,1,1,2,2,1,1,1
451,1,56,38,38,448,38,38,3,3,1,1,1,1,1,1,1,1,1
452,1,32,120,120,96,120,120,3,3,1,1,1,1,1,1,1,1,1
453,1,24,120,120,96,120,120,3,3,1,1,1,1,1,1,1,1,1
454,1,24,120,120,192,60,60,3,3,1,1,1,1,2,2,1,1,1
455,1,32,60,60,256,60,60,3,3,1,1,1,1,1,1,1,1,1
456,1,32,60,60,256,30,30,3,3,1,1,1,1,2,2,1,1,1
457,1,48,30,30,384,30,30,3,3,1,1,1,1,1,1,1,1,1
458,1,32,112,112,96,112,112,3,3,1,1,1,1,1,1,1,1,1
459,1,24,112,112,192,56,56,3,3,1,1,1,1,2,2,1,1,1
460,1,32,56,56,256,56,56,3,3,1,1,1,1,1,1,1,1,1
461,1,32,56,56,256,28,28,3,3,1,1,1,1,2,2,1,1,1
462,1,48,28,28,384,28,28,3,3,1,1,1,1,1,1,1,1,1
463,1,3,448,448,64,224,224,3,3,1,1,1,1,2,2,1,1,1
464,1,64,224,224,256,112,112,2,2,0,0,0,0,2,2,1,1,1
465,1,48,112,112,192,112,112,3,3,1,1,1,1,1,1,1,1,1
466,1,48,112,112,192,56,56,5,5,2,2,2,2,2,2,1,1,1
467,1,80,56,56,320,56,56,5,5,2,2,2,2,1,1,1,1,1
468,1,3,800,800,136,400,400,3,3,1,1,1,1,2,2,1,1,1
469,1,3,260,260,32,130,130,3,3,1,1,1,1,2,2,1,1,1
470,1,3,300,300,32,150,150,3,3,1,1,1,1,2,2,1,1,1
471,1,3,380,380,32,190,190,3,3,1,1,1,1,2,2,1,1,1
472,1,40,144,144,160,72,72,2,2,0,0,0,0,2,2,1,1,1
473,1,96,72,72,144,72,72,3,3,1,1,1,1,1,1,1,1,1
474,1,32,72,72,192,72,72,3,3,1,1,1,1,1,1,1,1,1
475,1,32,72,72,192,36,36,5,5,2,2,2,2,2,2,1,1,1
476,1,48,36,36,288,36,36,5,5,2,2,2,2,1,1,1,1,1
477,1,48,224,224,192,112,112,2,2,0,0,0,0,2,2,1,1,1
478,1,96,112,112,144,112,112,3,3,1,1,1,1,1,1,1,1,1
479,1,40,112,112,240,112,112,3,3,1,1,1,1,1,1,1,1,1
480,1,40,112,112,240,56,56,5,5,2,2,2,2,2,2,1,1,1
481,1,64,56,56,384,56,56,5,5,2,2,2,2,1,1,1,1,1
482,1,3,384,384,32,192,192,3,3,1,1,1,1,2,2,1,1,1
483,1,32,192,192,32,192,192,3,3,1,1,1,1,1,1,1,1,1
484,1,32,192,192,128,96,96,3,3,1,1,1,1,2,2,1,1,1
485,1,64,96,96,256,96,96,3,3,1,1,1,1,1,1,1,1,1
486,1,64,96,96,256,48,48,3,3,1,1,1,1,2,2,1,1,1
487,1,96,48,48,384,48,48,3,3,1,1,1,1,1,1,1,1,1
488,1,3,320,320,24,160,160,3,3,1,1,1,1,2,2,1,1,1
489,1,24,160,160,24,160,160,3,3,1,1,1,1,1,1,1,1,1
490,1,24,160,160,96,80,80,3,3,1,1,1,1,2,2,1,1,1
491,1,48,80,80,192,80,80,3,3,1,1,1,1,1,1,1,1,1
492,1,48,80,80,192,40,40,3,3,1,1,1,1,2,2,1,1,1
493,1,80,40,40,320,40,40,3,3,1,1,1,1,1,1,1,1,1
494,1,32,160,160,128,80,80,3,3,1,1,1,1,2,2,1,1,1
495,1,56,80,80,224,80,80,3,3,1,1,1,1,1,1,1,1,1
496,1,56,80,80,224,40,40,3,3,1,1,1,1,2,2,1,1,1
497,1,3,288,288,24,144,144,3,3,1,1,1,1,2,2,1,1,1
498,1,24,144,144,24,144,144,3,3,1,1,1,1,1,1,1,1,1
499,1,24,144,144,96,72,72,3,3,1,1,1,1,2,2,1,1,1
500,1,48,72,72,192,72,72,3,3,1,1,1,1,1,1,1,1,1
501,1,48,72,72,192,36,36,3,3,1,1,1,1,2,2,1,1,1
502,1,64,36,36,256,36,36,3,3,1,1,1,1,1,1,1,1,1
503,1,24,112,112,24,112,112,3,3,1,1,1,1,1,1,1,1,1
504,1,24,112,112,96,56,56,3,3,1,1,1,1,2,2,1,1,1
505,1,40,56,56,160,56,56,3,3,1,1,1,1,1,1,1,1,1
506,1,40,56,56,160,28,28,3,3,1,1,1,1,2,2,1,1,1
507,1,48,28,28,192,28,28,3,3,1,1,1,1,1,1,1,1,1
508,1,3,224,224,8,112,112,3,3,1,1,1,1,2,2,1,1,1
509,1,3,224,224,16,112,112,3,3,1,1,1,1,2,2,1,1,1
510,1,32,112,112,512,56,56,3,3,1,1,1,1,2,2,1,1,1
511,1,64,56,56,256,56,56,3,3,1,1,1,1,1,1,1,1,1
512,1,64,56,56,1024,28,28,3,3,1,1,1,1,2,2,1,1,1
513,1,128,28,28,512,28,28,3,3,1,1,1,1,1,1,1,1,1
514,1,64,112,112,1024,56,56,3,3,1,1,1,1,2,2,1,1,1
515,1,128,56,56,512,56,56,3,3,1,1,1,1,1,1,1,1,1
516,1,128,56,56,2048,28,28,3,3,1,1,1,1,2,2,1,1,1
517,1,256,28,28,1024,28,28,3,3,1,1,1,1,1,1,1,1,1
518,1,8,112,112,16,56,56,3,3,1,1,1,1,2,2,1,1,1
519,1,16,56,56,32,28,28,3,3,1,1,1,1,2,2,1,1,1
520,1,32,28,28,64,14,14,3,3,1,1,1,1,2,2,1,1,1
521,1,16,112,112,32,56,56,3,3,1,1,1,1,2,2,1,1,1
522,1,32,56,56,64,28,28,3,3,1,1,1,1,2,2,1,1,1
523,1,64,28,28,128,14,14,3,3,1,1,1,1,2,2,1,1,1
524,1,24,112,112,48,56,56,3,3,1,1,1,1,2,2,1,1,1
525,1,48,56,56,96,28,28,3,3,1,1,1,1,2,2,1,1,1
526,1,96,28,28,192,14,14,3,3,1,1,1,1,2,2,1,1,1
527,1,128,56,56,64,56,56,3,3,1,1,1,1,1,1,1,1,1
528,1,112,28,28,80,28,28,3,3,1,1,1,1,1,1,1,1,1
529,1,80,28,28,80,28,28,3,3,1,1,1,1,1,1,1,1,1
530,1,256,14,14,96,14,14,3,3,1,1,1,1,1,1,1,1,1
531,1,96,14,14,96,14,14,3,3,1,1,1,1,1,1,1,1,1
532,1,384,7,7,112,7,7,3,3,1,1,1,1,1,1,1,1,1
533,1,112,7,7,112,7,7,3,3,1,1,1,1,1,1,1,1,1
534,1,512,28,28,160,28,28,3,3,1,1,1,1,1,1,1,1,1
535,1,3,224,224,768,16,16,14,14,0,0,0,0,14,14,1,1,1
536,1,3,448,448,768,32,32,14,14,0,0,0,0,14,14,1,1,1
537,1,3,224,224,1792,16,16,14,14,0,0,0,0,14,14,1,1,1
538,1,3,448,448,1024,32,32,14,14,0,0,0,0,14,14,1,1,1
539,1,3,336,336,1024,24,24,14,14,0,0,0,0,14,14,1,1,1
540,1,3,224,224,384,16,16,14,14,0,0,0,0,14,14,1,1,1
541,1,3,336,336,384,24,24,14,14,0,0,0,0,14,14,1,1,1
542,1,3,224,224,192,16,16,14,14,0,0,0,0,14,14,1,1,1
543,1,3,336,336,192,24,24,14,14,0,0,0,0,14,14,1,1,1
544,1,3,224,224,1408,16,16,14,14,0,0,0,0,14,14,1,1,1
545,1,3,336,336,1408,24,24,14,14,0,0,0,0,14,14,1,1,1
546,1,3,560,560,1408,40,40,14,14,0,0,0,0,14,14,1,1,1
547,1,3,196,196,1024,14,14,14,14,0,0,0,0,14,14,1,1,1
548,1,3,256,256,76,128,128,3,3,1,1,1,1,2,2,1,1,1
549,1,3,256,256,64,128,128,3,3,1,1,1,1,2,2,1,1,1
550,1,3,256,256,80,128,128,3,3,1,1,1,1,2,2,1,1,1
551,1,3,256,256,48,128,128,3,3,1,1,1,1,2,2,1,1,1
552,1,3,240,240,768,15,15,16,16,0,0,0,0,16,16,1,1,1
553,1,3,240,240,1024,15,15,16,16,0,0,0,0,16,16,1,1,1
554,1,3,240,240,384,15,15,16,16,0,0,0,0,16,16,1,1,1
555,1,3,224,224,352,56,56,7,7,2,2,2,2,4,4,1,1,1
556,1,352,56,56,704,28,28,3,3,1,1,1,1,2,2,1,1,1
557,1,704,28,28,1408,14,14,3,3,1,1,1,1,2,2,1,1,1
558,1,1408,14,14,2816,7,7,3,3,1,1,1,1,2,2,1,1,1
559,1,3,384,384,192,96,96,7,7,2,2,2,2,4,4,1,1,1
560,1,192,96,96,384,48,48,3,3,1,1,1,1,2,2,1,1,1
561,1,384,48,48,768,24,24,3,3,1,1,1,1,2,2,1,1,1
562,1,768,24,24,1536,12,12,3,3,1,1,1,1,2,2,1,1,1
563,1,3,384,384,256,96,96,7,7,2,2,2,2,4,4,1,1,1
564,1,1024,24,24,2048,12,12,3,3,1,1,1,1,2,2,1,1,1
565,1,3,224,224,128,112,112,3,3,1,1,1,1,2,2,1,1,1
566,1,128,112,112,128,56,56,3,3,1,1,1,1,2,2,1,1,1
567,1,128,56,56,256,28,28,3,3,1,1,1,1,2,2,1,1,1
568,1,256,28,28,512,14,14,3,3,1,1,1,1,2,2,1,1,1
569,1,512,14,14,1024,7,7,3,3,1,1,1,1,2,2,1,1,1
570,1,3,224,224,96,112,112,3,3,1,1,1,1,2,2,1,1,1
571,1,96,112,112,96,56,56,3,3,1,1,1,1,2,2,1,1,1
572,1,96,56,56,192,28,28,3,3,1,1,1,1,2,2,1,1,1
573,1,192,28,28,384,14,14,3,3,1,1,1,1,2,2,1,1,1
574,1,384,14,14,768,7,7,3,3,1,1,1,1,2,2,1,1,1
575,1,3,224,224,64,112,112,3,3,1,1,1,1,2,2,1,1,1
576,1,32,128,128,128,64,64,3,3,1,1,1,1,2,2,1,1,1
577,1,128,64,64,128,64,64,3,3,1,1,1,1,1,1,1,1,1
578,1,128,64,64,192,32,32,3,3,1,1,1,1,2,2,1,1,1
579,1,192,32,32,192,32,32,3,3,1,1,1,1,1,1,1,1,1
580,1,160,32,32,160,16,16,3,3,1,1,1,1,2,2,1,1,1
581,1,160,16,16,160,16,16,3,3,1,1,1,1,1,1,1,1,1
582,1,32,112,112,128,56,56,3,3,1,1,1,1,2,2,1,1,1
583,1,128,56,56,192,28,28,3,3,1,1,1,1,2,2,1,1,1
584,1,192,28,28,192,28,28,3,3,1,1,1,1,1,1,1,1,1
585,1,160,28,28,160,14,14,3,3,1,1,1,1,2,2,1,1,1
586,1,160,14,14,160,14,14,3,3,1,1,1,1,1,1,1,1,1
587,1,3,224,224,13,112,112,3,3,1,1,1,1,2,2,1,1,1
588,1,13,112,112,48,56,56,3,3,1,1,1,1,2,2,1,1,1
589,1,48,56,56,48,56,56,3,3,1,1,1,1,1,1,1,1,1
590,1,48,56,56,48,28,28,3,3,1,1,1,1,2,2,1,1,1
591,1,48,28,28,48,28,28,3,3,1,1,1,1,1,1,1,1,1
592,1,96,28,28,96,14,14,3,3,1,1,1,1,2,2,1,1,1
593,1,3,224,224,20,112,112,3,3,1,1,1,1,2,2,1,1,1
594,1,3,224,224,128,14,14,16,16,0,0,0,0,16,16,1,1,1
595,1,96,112,112,96,112,112,3,3,1,1,1,1,1,1,1,1,1
596,1,96,112,112,160,112,112,3,3,1,1,1,1,1,1,1,1,1
597,1,160,56,56,192,56,56,3,3,1,1,1,1,1,1,1,1,1
598,1,192,56,56,192,56,56,3,3,1,1,1,1,1,1,1,1,1
599,1,320,28,28,224,28,28,3,3,1,1,1,1,1,1,1,1,1
600,1,224,28,28,224,28,28,3,3,1,1,1,1,1,1,1,1,1
601,1,640,28,28,224,28,28,3,3,1,1,1,1,1,1,1,1,1
602,1,640,14,14,256,14,14,3,3,1,1,1,1,1,1,1,1,1
603,1,960,14,14,256,14,14,3,3,1,1,1,1,1,1,1,1,1
604,1,960,7,7,288,7,7,3,3,1,1,1,1,1,1,1,1,1
605,1,288,7,7,288,7,7,3,3,1,1,1,1,1,1,1,1,1
606,1,1280,7,7,288,7,7,3,3,1,1,1,1,1,1,1,1,1
607,1,96,56,56,96,56,56,3,3,1,1,1,1,1,1,1,1,1
608,1,224,28,28,128,28,28,3,3,1,1,1,1,1,1,1,1,1
609,1,448,14,14,160,14,14,3,3,1,1,1,1,1,1,1,1,1
610,1,512,14,14,160,14,14,3,3,1,1,1,1,1,1,1,1,1
611,1,512,7,7,192,7,7,3,3,1,1,1,1,1,1,1,1,1
612,1,192,7,7,192,7,7,3,3,1,1,1,1,1,1,1,1,1
613,1,16,113,113,8,112,112,2,2,0,0,0,0,1,1,1,1,1
614,1,8,113,113,16,112,112,2,2,0,0,0,0,1,1,1,1,1
615,1,32,112,112,16,56,56,3,3,1,1,1,1,2,2,1,1,1
616,1,16,56,56,16,56,56,3,3,1,1,1,1,1,1,1,1,1
617,1,64,28,28,32,28,28,3,3,1,1,1,1,1,1,1,1,1
618,1,24,113,113,12,112,112,2,2,0,0,0,0,1,1,1,1,1
619,1,12,113,113,24,112,112,2,2,0,0,0,0,1,1,1,1,1
620,1,48,112,112,24,56,56,3,3,1,1,1,1,2,2,1,1,1
621,1,64,28,28,48,28,28,3,3,1,1,1,1,1,1,1,1,1
622,1,96,28,28,64,28,28,3,3,1,1,1,1,1,1,1,1,1
623,1,64,28,28,64,28,28,3,3,1,1,1,1,1,1,1,1,1
624,1,128,28,28,64,28,28,3,3,1,1,1,1,1,1,1,1,1
625,1,32,113,113,16,112,112,2,2,0,0,0,0,1,1,1,1,1
626,1,16,113,113,32,112,112,2,2,0,0,0,0,1,1,1,1,1
627,1,64,112,112,32,56,56,3,3,1,1,1,1,2,2,1,1,1
628,1,128,28,28,96,28,28,3,3,1,1,1,1,1,1,1,1,1
629,1,96,28,28,96,28,28,3,3,1,1,1,1,1,1,1,1,1
630,1,512,28,28,128,28,28,3,3,1,1,1,1,1,1,1,1,1
631,1,48,113,113,24,112,112,2,2,0,0,0,0,1,1,1,1,1
632,1,24,113,113,48,112,112,2,2,0,0,0,0,1,1,1,1,1
633,1,96,112,112,48,56,56,3,3,1,1,1,1,2,2,1,1,1
634,1,192,56,56,96,56,56,3,3,1,1,1,1,1,1,1,1,1
635,1,512,28,28,192,28,28,3,3,1,1,1,1,1,1,1,1,1
636,1,3,256,256,96,64,64,7,7,3,3,3,3,4,4,1,1,1
637,1,3,224,224,144,56,56,7,7,3,3,3,3,4,4,1,1,1
638,1,256,56,56,18,56,56,3,3,1,1,1,1,1,1,1,1,1
639,1,256,56,56,36,28,28,3,3,1,1,1,1,2,2,1,1,1
640,1,18,56,56,18,56,56,3,3,1,1,1,1,1,1,1,1,1
641,1,36,28,28,36,28,28,3,3,1,1,1,1,1,1,1,1,1
642,1,18,56,56,36,28,28,3,3,1,1,1,1,2,2,1,1,1
643,1,36,28,28,72,14,14,3,3,1,1,1,1,2,2,1,1,1
644,1,72,14,14,72,14,14,3,3,1,1,1,1,1,1,1,1,1
645,1,18,56,56,18,28,28,3,3,1,1,1,1,2,2,1,1,1
646,1,18,28,28,72,14,14,3,3,1,1,1,1,2,2,1,1,1
647,1,72,14,14,144,7,7,3,3,1,1,1,1,2,2,1,1,1
648,1,144,7,7,144,7,7,3,3,1,1,1,1,1,1,1,1,1
649,1,18,28,28,18,14,14,3,3,1,1,1,1,2,2,1,1,1
650,1,18,14,14,144,7,7,3,3,1,1,1,1,2,2,1,1,1
651,1,36,28,28,36,14,14,3,3,1,1,1,1,2,2,1,1,1
652,1,36,14,14,144,7,7,3,3,1,1,1,1,2,2,1,1,1
653,1,128,14,14,128,14,14,3,3,1,1,1,1,1,1,1,1,1
654,1,256,7,7,256,7,7,3,3,1,1,1,1,1,1,1,1,1
655,1,512,14,14,1024,7,7,3,3,1,1,1,1,2,2,1,1,1
656,1,128,56,56,16,56,56,3,3,1,1,1,1,1,1,1,1,1
657,1,128,56,56,32,28,28,3,3,1,1,1,1,2,2,1,1,1
658,1,16,56,56,16,28,28,3,3,1,1,1,1,2,2,1,1,1
659,1,16,28,28,64,14,14,3,3,1,1,1,1,2,2,1,1,1
660,1,64,14,14,128,7,7,3,3,1,1,1,1,2,2,1,1,1
661,1,16,28,28,16,14,14,3,3,1,1,1,1,2,2,1,1,1
662,1,16,14,14,128,7,7,3,3,1,1,1,1,2,2,1,1,1
663,1,32,28,28,32,14,14,3,3,1,1,1,1,2,2,1,1,1
664,1,32,14,14,128,7,7,3,3,1,1,1,1,2,2,1,1,1
665,1,256,56,56,30,56,56,3,3,1,1,1,1,1,1,1,1,1
666,1,256,56,56,60,28,28,3,3,1,1,1,1,2,2,1,1,1
667,1,30,56,56,30,56,56,3,3,1,1,1,1,1,1,1,1,1
668,1,60,28,28,60,28,28,3,3,1,1,1,1,1,1,1,1,1
669,1,30,56,56,60,28,28,3,3,1,1,1,1,2,2,1,1,1
670,1,60,28,28,120,14,14,3,3,1,1,1,1,2,2,1,1,1
671,1,120,14,14,120,14,14,3,3,1,1,1,1,1,1,1,1,1
672,1,30,56,56,30,28,28,3,3,1,1,1,1,2,2,1,1,1
673,1,30,28,28,120,14,14,3,3,1,1,1,1,2,2,1,1,1
674,1,120,14,14,240,7,7,3,3,1,1,1,1,2,2,1,1,1
675,1,240,7,7,240,7,7,3,3,1,1,1,1,1,1,1,1,1
676,1,30,28,28,30,14,14,3,3,1,1,1,1,2,2,1,1,1
677,1,30,14,14,240,7,7,3,3,1,1,1,1,2,2,1,1,1
678,1,60,28,28,60,14,14,3,3,1,1,1,1,2,2,1,1,1
679,1,60,14,14,240,7,7,3,3,1,1,1,1,2,2,1,1,1
680,1,256,56,56,32,56,56,3,3,1,1,1,1,1,1,1,1,1
681,1,256,56,56,64,28,28,3,3,1,1,1,1,2,2,1,1,1
682,1,32,28,28,128,14,14,3,3,1,1,1,1,2,2,1,1,1
683,1,128,14,14,256,7,7,3,3,1,1,1,1,2,2,1,1,1
684,1,32,14,14,256,7,7,3,3,1,1,1,1,2,2,1,1,1
685,1,64,14,14,256,7,7,3,3,1,1,1,1,2,2,1,1,1
686,1,256,56,56,40,56,56,3,3,1,1,1,1,1,1,1,1,1
