ID,Image batch,Image channel,Image height,Image width,Output depth,Output height,Output width,Filter height,Filter width,Padding top,Padding bottom,Padding left,Padding right,Stride height,Stride width,Dilation height,Dilation width,Grouped
1034,1,128,36,36,128,36,36,3,3,1,1,1,1,1,1,1,1,1
1035,1,256,36,36,256,18,18,3,3,1,1,1,1,2,2,1,1,1
1036,1,256,18,18,256,18,18,3,3,1,1,1,1,1,1,1,1,1
1037,1,512,18,18,512,9,9,3,3,1,1,1,1,2,2,1,1,1
1038,1,512,9,9,512,9,9,3,3,1,1,1,1,1,1,1,1,1
1039,1,64,160,160,64,80,80,3,3,1,1,1,1,2,2,1,1,1
1040,1,3,448,448,192,224,224,7,7,3,3,3,3,2,2,1,1,1
1041,1,384,112,112,384,56,56,3,3,1,1,1,1,2,2,1,1,1
1042,1,384,56,56,384,56,56,3,3,1,1,1,1,1,1,1,1,1
1043,1,768,56,56,768,28,28,3,3,1,1,1,1,2,2,1,1,1
1044,1,768,28,28,768,28,28,3,3,1,1,1,1,1,1,1,1,1
1045,1,1536,28,28,1536,14,14,3,3,1,1,1,1,2,2,1,1,1
1046,1,1536,14,14,1536,14,14,3,3,1,1,1,1,1,1,1,1,1
1047,1,3,448,448,64,224,224,7,7,3,3,3,3,2,2,1,1,1
1048,1,256,56,56,256,28,28,3,3,1,1,1,1,2,2,1,1,1
1049,1,512,28,28,512,14,14,3,3,1,1,1,1,2,2,1,1,1
1050,1,1024,14,14,1024,7,7,3,3,1,1,1,1,2,2,1,1,1
1051,1,1024,7,7,1024,7,7,3,3,1,1,1,1,1,1,1,1,1
1052,1,3,480,480,256,240,240,7,7,3,3,3,3,2,2,1,1,1
1053,1,256,120,120,256,120,120,3,3,1,1,1,1,1,1,1,1,1
1054,1,512,120,120,512,60,60,3,3,1,1,1,1,2,2,1,1,1
1055,1,512,60,60,512,60,60,3,3,1,1,1,1,1,1,1,1,1
1056,1,1024,60,60,1024,30,30,3,3,1,1,1,1,2,2,1,1,1
1057,1,1024,30,30,1024,30,30,3,3,1,1,1,1,1,1,1,1,1
1058,1,2048,30,30,2048,15,15,3,3,1,1,1,1,2,2,1,1,1
1059,1,2048,15,15,2048,15,15,3,3,1,1,1,1,1,1,1,1,1
1060,1,3,224,224,42,112,112,3,3,1,1,1,1,2,2,1,1,1
1061,1,3,896,896,112,224,224,7,7,3,3,3,3,4,4,1,1,1
1062,1,3,1024,1024,144,256,256,7,7,3,3,3,3,4,4,1,1,1
1063,1,3,896,896,96,224,224,7,7,3,3,3,3,4,4,1,1,1
1064,1,3,1024,1024,768,64,64,16,16,0,0,0,0,16,16,1,1,1
1065,1,256,64,64,256,64,64,3,3,1,1,1,1,1,1,1,1,1
1066,1,3,1024,1024,1280,64,64,16,16,0,0,0,0,16,16,1,1,1
1067,1,3,1024,1024,1024,64,64,16,16,0,0,0,0,16,16,1,1,1
1068,1,64,56,56,32,56,56,3,3,1,1,1,1,1,1,1,1,1
1069,1,128,56,56,144,28,28,3,3,1,1,1,1,2,2,1,1,1
1070,1,144,28,28,72,28,28,3,3,1,1,1,1,1,1,1,1,1
1071,1,144,28,28,144,28,28,3,3,1,1,1,1,1,1,1,1,1
1072,1,288,28,28,304,14,14,3,3,1,1,1,1,2,2,1,1,1
1073,1,304,14,14,152,14,14,3,3,1,1,1,1,1,1,1,1,1
1074,1,304,14,14,304,14,14,3,3,1,1,1,1,1,1,1,1,1
1075,1,480,14,14,960,7,7,3,3,1,1,1,1,2,2,1,1,1
1076,1,960,7,7,1024,7,7,3,3,1,1,1,1,1,1,1,1,1
1077,1,1024,7,7,1024,4,4,3,3,1,1,1,1,2,2,1,1,1
1078,1,1024,7,7,1280,4,4,3,3,1,1,1,1,2,2,1,1,1
1079,1,288,28,28,288,14,14,3,3,1,1,1,1,2,2,1,1,1
1080,1,288,14,14,144,14,14,3,3,1,1,1,1,1,1,1,1,1
1081,1,288,14,14,288,14,14,3,3,1,1,1,1,1,1,1,1,1
1082,1,416,14,14,756,7,7,3,3,1,1,1,1,2,2,1,1,1
1083,1,756,7,7,1024,7,7,3,3,1,1,1,1,1,1,1,1,1
1084,1,144,56,56,144,28,28,3,3,1,1,1,1,2,2,1,1,1
1085,1,304,28,28,304,14,14,3,3,1,1,1,1,2,2,1,1,1
1086,1,512,14,14,960,7,7,3,3,1,1,1,1,2,2,1,1,1
1087,1,1024,4,4,1280,4,4,3,3,1,1,1,1,1,1,1,1,1
1088,1,3,224,224,192,32,32,7,7,0,0,0,0,7,7,1,1,1
1089,1,192,32,32,384,16,16,2,2,0,0,0,0,2,2,1,1,1
1090,1,64,192,192,64,192,192,3,3,1,1,1,1,1,1,1,1,1
1091,1,32,56,56,64,56,56,3,3,1,1,1,1,1,1,1,1,1
1092,1,32,56,56,128,28,28,3,3,1,1,1,1,2,2,1,1,1
1093,1,64,28,28,128,28,28,3,3,1,1,1,1,1,1,1,1,1
1094,1,128,14,14,256,14,14,3,3,1,1,1,1,1,1,1,1,1
1095,1,256,7,7,512,7,7,3,3,1,1,1,1,1,1,1,1,1
1096,1,3,384,384,192,96,96,4,4,0,0,0,0,4,4,1,1,1
1097,1,3,256,256,128,64,64,4,4,0,0,0,0,4,4,1,1,1
1098,1,3,192,192,128,48,48,4,4,0,0,0,0,4,4,1,1,1
1099,1,3,224,224,512,56,56,4,4,0,0,0,0,4,4,1,1,1
1100,1,3,384,384,512,96,96,4,4,0,0,0,0,4,4,1,1,1
1101,1,3,224,224,352,56,56,4,4,0,0,0,0,4,4,1,1,1
1102,1,3,384,384,96,96,96,4,4,0,0,0,0,4,4,1,1,1
1103,1,3,256,256,96,64,64,4,4,0,0,0,0,4,4,1,1,1
1104,1,3,192,192,192,48,48,4,4,0,0,0,0,4,4,1,1,1
1105,1,3,256,256,192,64,64,4,4,0,0,0,0,4,4,1,1,1
1106,1,3,160,160,24,80,80,3,3,1,1,1,1,2,2,1,1,1
1107,1,24,80,80,16,40,40,3,3,1,1,1,1,2,2,1,1,1
1108,1,32,40,40,64,20,20,3,3,1,1,1,1,2,2,1,1,1
1109,1,64,20,20,32,10,10,3,3,1,1,1,1,2,2,1,1,1
1110,1,32,10,10,128,10,10,3,3,1,1,1,1,1,1,1,1,1
1111,1,64,10,10,64,5,5,3,3,1,1,1,1,2,2,1,1,1
1112,1,3,160,160,24,40,40,4,4,0,0,0,0,4,4,1,1,1
1113,1,24,40,40,32,20,20,2,2,0,0,0,0,2,2,1,1,1
1114,1,32,20,20,48,10,10,2,2,0,0,0,0,2,2,1,1,1
1115,1,48,10,10,64,5,5,2,2,0,0,0,0,2,2,1,1,1
1116,1,3,160,160,32,40,40,4,4,0,0,0,0,4,4,1,1,1
1117,1,32,40,40,64,20,20,2,2,0,0,0,0,2,2,1,1,1
1118,1,64,20,20,96,10,10,2,2,0,0,0,0,2,2,1,1,1
1119,1,96,10,10,128,5,5,2,2,0,0,0,0,2,2,1,1,1
1120,1,24,80,80,16,80,80,3,3,1,1,1,1,1,1,1,1,1
1121,1,16,80,80,64,40,40,3,3,1,1,1,1,2,2,1,1,1
1122,1,24,40,40,96,20,20,3,3,1,1,1,1,2,2,1,1,1
1123,1,3,160,160,8,80,80,3,3,1,1,1,1,2,2,1,1,1
1124,1,8,80,80,16,40,40,3,3,1,1,1,1,2,2,1,1,1
1125,1,16,40,40,32,20,20,3,3,1,1,1,1,2,2,1,1,1
1126,1,32,20,20,48,10,10,3,3,1,1,1,1,2,2,1,1,1
1127,1,48,10,10,64,5,5,3,3,1,1,1,1,2,2,1,1,1
1128,1,3,160,160,16,80,80,3,3,1,1,1,1,2,2,1,1,1
1129,1,16,80,80,32,80,80,3,3,1,1,1,1,1,1,1,1,1
1130,1,32,80,80,64,80,80,3,3,1,1,1,1,1,1,1,1,1
1131,1,64,80,80,128,40,40,3,3,1,1,1,1,2,2,1,1,1
1132,1,8,40,40,8,40,40,3,3,1,1,1,1,1,1,1,1,1
1133,1,3,160,160,16,80,80,3,3,1,1,1,1,2,2,1,1,1
1134,1,16,80,80,16,80,80,3,3,1,1,1,1,1,1,1,1,1
1135,1,16,80,80,32,80,80,3,3,1,1,1,1,1,1,1,1,1
1136,1,32,40,40,32,40,40,3,3,1,1,1,1,1,1,1,1,1
1137,1,32,40,40,48,20,20,3,3,1,1,1,1,2,2,1,1,1
1138,1,48,20,20,48,20,20,3,3,1,1,1,1,1,1,1,1,1
1139,1,48,20,20,48,10,10,3,3,1,1,1,1,2,2,1,1,1
1140,1,192,10,10,96,5,5,3,3,1,1,1,1,2,2,1,1,1
1141,1,96,5,5,96,5,5,3,3,1,1,1,1,1,1,1,1,1
1142,1,3,160,160,64,10,10,16,16,0,0,0,0,16,16,1,1,1
1143,1,3,160,160,96,10,10,16,16,0,0,0,0,16,16,1,1,1
1144,1,3,224,224,32,112,112,3,3,0,0,0,0,2,2,1,1,1
1145,1,3,380,380,48,190,190,3,3,0,0,0,0,2,2,1,1,1
1146,1,3,456,456,48,228,228,3,3,0,0,0,0,2,2,1,1,1
1147,1,3,528,528,56,264,264,3,3,0,0,0,0,2,2,1,1,1
1148,1,3,600,600,64,300,300,3,3,0,0,0,0,2,2,1,1,1
1149,1,3,672,672,72,336,336,3,3,0,0,0,0,2,2,1,1,1
1150,1,32,150,150,256,75,75,3,3,0,0,0,0,2,2,1,1,1
1151,1,40,75,75,320,38,38,3,3,0,0,0,0,2,2,1,1,1
1152,1,24,120,120,192,60,60,3,3,0,0,0,0,2,2,1,1,1
1153,1,32,60,60,256,30,30,3,3,0,0,0,0,2,2,1,1,1
1154,1,24,112,112,192,56,56,3,3,0,0,0,0,2,2,1,1,1
1155,1,32,56,56,256,28,28,3,3,0,0,0,0,2,2,1,1,1
1156,1,3,475,475,136,238,238,3,3,0,0,0,0,2,2,1,1,1
1157,1,3,300,300,32,150,150,3,3,0,0,0,0,2,2,1,1,1
1158,1,3,380,380,32,190,190,3,3,0,0,0,0,2,2,1,1,1
1159,1,3,192,192,32,96,96,3,3,0,0,0,0,2,2,1,1,1
1160,1,32,96,96,16,96,96,3,3,1,1,1,1,1,1,1,1,1
1161,1,16,96,96,64,48,48,3,3,0,0,0,0,2,2,1,1,1
1162,1,32,48,48,128,48,48,3,3,1,1,1,1,1,1,1,1,1
1163,1,32,48,48,128,24,24,3,3,0,0,0,0,2,2,1,1,1
1164,1,48,24,24,192,24,24,3,3,1,1,1,1,1,1,1,1,1
1165,1,16,96,96,16,96,96,3,3,1,1,1,1,1,1,1,1,1
1166,1,3,208,208,32,104,104,3,3,0,0,0,0,2,2,1,1,1
1167,1,32,104,104,16,104,104,3,3,1,1,1,1,1,1,1,1,1
1168,1,16,104,104,16,104,104,3,3,1,1,1,1,1,1,1,1,1
1169,1,16,104,104,64,52,52,3,3,0,0,0,0,2,2,1,1,1
1170,1,32,52,52,128,52,52,3,3,1,1,1,1,1,1,1,1,1
1171,1,32,52,52,128,26,26,3,3,0,0,0,0,2,2,1,1,1
1172,1,56,26,26,224,26,26,3,3,1,1,1,1,1,1,1,1,1
1173,1,3,240,240,40,120,120,3,3,0,0,0,0,2,2,1,1,1
1174,1,40,120,120,16,120,120,3,3,1,1,1,1,1,1,1,1,1
1175,1,16,120,120,16,120,120,3,3,1,1,1,1,1,1,1,1,1
1176,1,16,120,120,64,60,60,3,3,0,0,0,0,2,2,1,1,1
1177,1,40,60,60,160,60,60,3,3,1,1,1,1,1,1,1,1,1
1178,1,40,60,60,160,30,30,3,3,0,0,0,0,2,2,1,1,1
1179,1,56,30,30,224,30,30,3,3,1,1,1,1,1,1,1,1,1
1180,1,3,384,384,32,192,192,3,3,0,0,0,0,2,2,1,1,1
1181,1,32,192,192,128,96,96,3,3,0,0,0,0,2,2,1,1,1
1182,1,64,96,96,256,48,48,3,3,0,0,0,0,2,2,1,1,1
1183,1,3,384,384,24,192,192,3,3,0,0,0,0,2,2,1,1,1
1184,1,24,192,192,24,192,192,3,3,1,1,1,1,1,1,1,1,1
1185,1,24,192,192,96,96,96,3,3,0,0,0,0,2,2,1,1,1
1186,1,48,96,96,192,96,96,3,3,1,1,1,1,1,1,1,1,1
1187,1,48,96,96,192,48,48,3,3,0,0,0,0,2,2,1,1,1
1188,1,80,48,48,320,48,48,3,3,1,1,1,1,1,1,1,1,1
1189,1,3,300,300,24,150,150,3,3,0,0,0,0,2,2,1,1,1
1190,1,24,150,150,24,150,150,3,3,1,1,1,1,1,1,1,1,1
1191,1,24,150,150,96,75,75,3,3,0,0,0,0,2,2,1,1,1
1192,1,48,75,75,192,75,75,3,3,1,1,1,1,1,1,1,1,1
1193,1,48,75,75,192,38,38,3,3,0,0,0,0,2,2,1,1,1
1194,1,64,38,38,256,38,38,3,3,1,1,1,1,1,1,1,1,1
1195,1,3,224,224,24,112,112,3,3,0,0,0,0,2,2,1,1,1
1196,1,3,224,224,16,112,112,3,3,0,0,0,0,2,2,1,1,1
1197,1,48,192,192,96,96,96,3,3,1,1,1,1,2,2,1,1,1
1198,1,3,512,512,48,256,256,3,3,1,1,1,1,2,2,1,1,1
1199,1,48,256,256,96,128,128,3,3,1,1,1,1,2,2,1,1,1
1200,1,3,188,188,32,94,94,3,3,1,1,1,1,2,2,1,1,1
1201,1,3,184,184,32,92,92,3,3,1,1,1,1,2,2,1,1,1
1202,1,3,152,152,32,76,76,3,3,1,1,1,1,2,2,1,1,1
1203,1,3,106,106,32,53,53,3,3,1,1,1,1,2,2,1,1,1
1204,1,3,224,224,40,56,56,7,7,3,3,3,3,4,4,1,1,1
1205,1,3,224,224,24,56,56,7,7,3,3,3,3,4,4,1,1,1
1206,1,48,56,56,76,56,56,3,3,1,1,1,1,1,1,1,1,1
1207,1,76,56,56,76,56,56,3,3,1,1,1,1,1,1,1,1,1
1208,1,76,56,56,152,56,56,3,3,1,1,1,1,1,1,1,1,1
1209,1,152,28,28,152,28,28,3,3,1,1,1,1,1,1,1,1,1
1210,1,304,28,28,304,28,28,3,3,1,1,1,1,1,1,1,1,1
1211,1,608,14,14,608,14,14,3,3,1,1,1,1,1,1,1,1,1
1212,1,608,7,7,608,7,7,3,3,1,1,1,1,1,1,1,1,1
1213,1,48,56,56,64,56,56,3,3,1,1,1,1,1,1,1,1,1
1214,1,48,56,56,83,56,56,3,3,1,1,1,1,1,1,1,1,1
1215,1,83,56,56,83,56,56,3,3,1,1,1,1,1,1,1,1,1
1216,1,83,56,56,166,56,56,3,3,1,1,1,1,1,1,1,1,1
1217,1,166,28,28,166,28,28,3,3,1,1,1,1,1,1,1,1,1
1218,1,332,28,28,332,28,28,3,3,1,1,1,1,1,1,1,1,1
1219,1,332,14,14,332,14,14,3,3,1,1,1,1,1,1,1,1,1
1220,1,664,14,14,664,14,14,3,3,1,1,1,1,1,1,1,1,1
1221,1,664,7,7,664,7,7,3,3,1,1,1,1,1,1,1,1,1
1222,1,96,56,56,96,7,7,8,8,0,0,0,0,8,8,1,1,1
1223,1,192,28,28,192,7,7,4,4,0,0,0,0,4,4,1,1,1
1224,1,384,14,14,384,7,7,2,2,0,0,0,0,2,2,1,1,1
1225,1,128,56,56,128,7,7,8,8,0,0,0,0,8,8,1,1,1
1226,1,256,28,28,256,7,7,4,4,0,0,0,0,4,4,1,1,1
1227,1,512,14,14,512,7,7,2,2,0,0,0,0,2,2,1,1,1
1228,1,256,14,14,256,7,7,2,2,0,0,0,0,2,2,1,1,1
1229,1,3,224,224,64,224,224,3,3,1,1,1,1,1,1,1,1,1
1230,1,64,112,112,128,112,112,3,3,1,1,1,1,1,1,1,1,1
1231,1,256,56,56,256,56,56,3,3,1,1,1,1,1,1,1,1,1
1232,1,512,28,28,512,28,28,3,3,1,1,1,1,1,1,1,1,1
1233,1,512,14,14,512,14,14,3,3,1,1,1,1,1,1,1,1,1
1234,1,512,7,7,4096,1,1,7,7,0,0,0,0,1,1,1,1,1
1235,1,64,224,224,64,224,224,3,3,1,1,1,1,1,1,1,1,1
1236,1,3,224,224,32,112,112,7,7,3,3,3,3,2,2,1,1,1
1237,1,32,112,112,192,28,28,4,4,0,0,0,0,4,4,1,1,1
1238,1,3,224,224,16,112,112,7,7,3,3,3,3,2,2,1,1,1
1239,1,16,112,112,96,28,28,4,4,0,0,0,0,4,4,1,1,1
1240,1,3,224,224,192,56,56,4,4,0,0,0,0,4,4,1,1,1
1241,1,192,56,56,192,28,28,2,2,0,0,0,0,2,2,1,1,1
1242,1,192,28,28,768,14,14,2,2,0,0,0,0,2,2,1,1,1
1243,1,3,518,518,768,37,37,14,14,0,0,0,0,14,14,1,1,1
1244,1,3,224,224,768,14,14,16,16,0,0,0,0,16,16,1,1,1
1245,1,3,384,384,768,24,24,16,16,0,0,0,0,16,16,1,1,1
1246,1,3,240,240,896,15,15,16,16,0,0,0,0,16,16,1,1,1
1247,1,3,256,256,768,16,16,16,16,0,0,0,0,16,16,1,1,1
1248,1,3,512,512,768,32,32,16,16,0,0,0,0,16,16,1,1,1
1249,1,3,384,384,768,12,12,32,32,0,0,0,0,32,32,1,1,1
1250,1,3,224,224,768,7,7,32,32,0,0,0,0,32,32,1,1,1
1251,1,3,256,256,768,8,8,32,32,0,0,0,0,32,32,1,1,1
1252,1,3,384,384,768,12,12,32,32,0,0,0,0,32,32,1,1,1
1253,1,3,448,448,768,14,14,32,32,0,0,0,0,32,32,1,1,1
1254,1,3,256,256,896,8,8,32,32,0,0,0,0,32,32,1,1,1
1255,1,3,224,224,64,112,112,7,7,0,0,0,0,2,2,1,1,1
1256,1,128,56,56,128,28,28,3,3,0,0,0,0,2,2,1,1,1
1257,1,256,28,28,256,14,14,3,3,0,0,0,0,2,2,1,1,1
1258,1,512,14,14,512,7,7,3,3,0,0,0,0,2,2,1,1,1
1259,1,3,384,384,64,192,192,7,7,0,0,0,0,2,2,1,1,1
1260,1,64,96,96,64,96,96,3,3,1,1,1,1,1,1,1,1,1
1261,1,128,96,96,128,48,48,3,3,0,0,0,0,2,2,1,1,1
1262,1,128,48,48,128,48,48,3,3,1,1,1,1,1,1,1,1,1
1263,1,256,48,48,256,24,24,3,3,0,0,0,0,2,2,1,1,1
1264,1,256,24,24,256,24,24,3,3,1,1,1,1,1,1,1,1,1
1265,1,3,256,256,640,16,16,16,16,0,0,0,0,16,16,1,1,1
1266,1,3,384,384,640,24,24,16,16,0,0,0,0,16,16,1,1,1
1267,1,3,224,224,640,7,7,32,32,0,0,0,0,32,32,1,1,1
1268,1,3,224,224,1408,16,16,14,14,0,0,0,0,14,14,1,1,1
1269,1,3,518,518,1536,37,37,14,14,0,0,0,0,14,14,1,1,1
1270,1,3,224,224,1408,14,14,16,16,0,0,0,0,16,16,1,1,1
1271,1,3,224,224,1664,16,16,14,14,0,0,0,0,14,14,1,1,1
1272,1,3,224,224,1664,16,16,14,14,0,0,0,0,14,14,1,1,1
1273,1,3,224,224,1280,16,16,14,14,0,0,0,0,14,14,1,1,1
1274,1,3,336,336,1280,24,24,14,14,0,0,0,0,14,14,1,1,1
1275,1,3,378,378,1280,27,27,14,14,0,0,0,0,14,14,1,1,1
1276,1,3,448,448,1280,28,28,16,16,0,0,0,0,16,16,1,1,1
1277,1,3,224,224,1024,16,16,14,14,0,0,0,0,14,14,1,1,1
1278,1,3,336,336,1024,24,24,14,14,0,0,0,0,14,14,1,1,1
1279,1,3,518,518,1024,37,37,14,14,0,0,0,0,14,14,1,1,1
1280,1,3,256,256,1024,16,16,16,16,0,0,0,0,16,16,1,1,1
1281,1,3,384,384,1024,12,12,32,32,0,0,0,0,32,32,1,1,1
1282,1,512,24,24,512,12,12,3,3,0,0,0,0,2,2,1,1,1
1283,1,512,12,12,512,12,12,3,3,1,1,1,1,1,1,1,1,1
1284,1,3,256,256,320,16,16,16,16,0,0,0,0,16,16,1,1,1
1285,1,3,224,224,512,14,14,16,16,0,0,0,0,16,16,1,1,1
1286,1,3,240,240,512,15,15,16,16,0,0,0,0,16,16,1,1,1
1287,1,3,256,256,512,16,16,16,16,0,0,0,0,16,16,1,1,1
1288,1,3,384,384,512,24,24,16,16,0,0,0,0,16,16,1,1,1
1289,1,3,224,224,512,7,7,32,32,0,0,0,0,32,32,1,1,1
1290,1,3,256,256,256,16,16,16,16,0,0,0,0,16,16,1,1,1
1291,1,3,224,224,384,28,28,8,8,0,0,0,0,8,8,1,1,1
1292,1,3,518,518,384,37,37,14,14,0,0,0,0,14,14,1,1,1
1293,1,3,224,224,384,7,7,32,32,0,0,0,0,32,32,1,1,1
1294,1,3,384,384,384,12,12,32,32,0,0,0,0,32,32,1,1,1
1295,1,3,256,256,896,16,16,16,16,0,0,0,0,16,16,1,1,1
1296,1,3,224,224,1152,16,16,14,14,0,0,0,0,14,14,1,1,1
1297,1,3,378,378,1152,27,27,14,14,0,0,0,0,14,14,1,1,1
1298,1,3,384,384,1152,27,27,14,14,0,0,0,0,14,14,1,1,1
1299,1,3,448,448,1152,32,32,14,14,0,0,0,0,14,14,1,1,1
1300,1,3,896,896,1152,64,64,14,14,0,0,0,0,14,14,1,1,1
1301,1,3,256,256,1152,16,16,16,16,0,0,0,0,16,16,1,1,1
1302,1,64,56,56,192,7,7,8,8,0,0,0,0,8,8,1,1,1
1303,1,64,96,96,192,12,12,8,8,0,0,0,0,8,8,1,1,1
1304,1,3,224,224,256,14,14,16,16,0,0,0,0,16,16,1,1,1
1305,1,256,28,28,768,14,14,3,3,1,1,1,1,2,2,1,1,1
1306,1,3,224,224,160,112,112,3,3,1,1,1,1,2,2,1,1,1
1307,1,160,112,112,160,112,112,3,3,1,1,1,1,1,1,1,1,1
1308,1,320,28,28,1024,14,14,3,3,1,1,1,1,2,2,1,1,1
1309,1,3,256,256,160,128,128,3,3,1,1,1,1,2,2,1,1,1
1310,1,160,128,128,160,128,128,3,3,1,1,1,1,1,1,1,1,1
1311,1,320,32,32,1024,16,16,3,3,1,1,1,1,2,2,1,1,1
1312,1,3,336,336,160,168,168,3,3,1,1,1,1,2,2,1,1,1
1313,1,160,168,168,160,168,168,3,3,1,1,1,1,1,1,1,1,1
1314,1,320,42,42,1024,21,21,3,3,1,1,1,1,2,2,1,1,1
1315,1,3,384,384,160,192,192,3,3,1,1,1,1,2,2,1,1,1
1316,1,160,192,192,160,192,192,3,3,1,1,1,1,1,1,1,1,1
1317,1,320,48,48,1024,24,24,3,3,1,1,1,1,2,2,1,1,1
1318,1,128,28,28,384,14,14,3,3,1,1,1,1,2,2,1,1,1
1319,1,3,256,256,192,128,128,3,3,1,1,1,1,2,2,1,1,1
1320,1,192,128,128,192,128,128,3,3,1,1,1,1,1,1,1,1,1
1321,1,384,32,32,1152,16,16,3,3,1,1,1,1,2,2,1,1,1
1322,1,3,384,384,192,192,192,3,3,1,1,1,1,2,2,1,1,1
1323,1,384,48,48,1152,24,24,3,3,1,1,1,1,2,2,1,1,1
1324,1,64,112,112,192,28,28,4,4,0,0,0,0,4,4,1,1,1
1325,1,3,384,384,64,192,192,7,7,3,3,3,3,2,2,1,1,1
1326,1,64,192,192,192,48,48,4,4,0,0,0,0,4,4,1,1,1
1327,1,192,48,48,384,24,24,2,2,0,0,0,0,2,2,1,1,1
1328,1,64,112,112,256,28,28,4,4,0,0,0,0,4,4,1,1,1
1329,1,64,192,192,256,48,48,4,4,0,0,0,0,4,4,1,1,1
1330,1,256,48,48,512,24,24,2,2,0,0,0,0,2,2,1,1,1
1331,1,64,224,224,256,56,56,4,4,0,0,0,0,4,4,1,1,1
1332,1,64,112,112,384,28,28,4,4,0,0,0,0,4,4,1,1,1
1333,1,64,224,224,384,56,56,4,4,0,0,0,0,4,4,1,1,1
1334,1,128,112,112,384,28,28,4,4,0,0,0,0,4,4,1,1,1
1335,1,3,448,448,128,224,224,7,7,3,3,3,3,2,2,1,1,1
1336,1,128,224,224,128,224,224,3,3,1,1,1,1,1,1,1,1,1
1337,1,128,224,224,384,56,56,4,4,0,0,0,0,4,4,1,1,1
1338,1,3,512,512,128,256,256,7,7,3,3,3,3,2,2,1,1,1
1339,1,128,256,256,128,256,256,3,3,1,1,1,1,1,1,1,1,1
1340,1,128,256,256,384,64,64,4,4,0,0,0,0,4,4,1,1,1
1341,1,3,299,299,32,150,150,3,3,1,1,1,1,2,2,1,1,1
1342,1,32,150,150,64,150,150,3,3,1,1,1,1,1,1,1,1,1
1343,1,192,112,112,384,56,56,3,3,1,1,1,1,2,2,1,1,1
1344,1,384,56,56,768,28,28,3,3,1,1,1,1,2,2,1,1,1
1345,1,3,384,384,192,192,192,3,3,1,1,1,1,2,2,1,1,1
1346,1,192,192,192,384,96,96,3,3,1,1,1,1,2,2,1,1,1
1347,1,384,96,96,768,48,48,3,3,1,1,1,1,2,2,1,1,1
1348,1,3,384,384,96,192,192,3,3,1,1,1,1,2,2,1,1,1
1349,1,96,192,192,192,96,96,3,3,1,1,1,1,2,2,1,1,1
1350,1,192,96,96,384,48,48,3,3,1,1,1,1,2,2,1,1,1
1351,1,384,48,48,768,24,24,3,3,1,1,1,1,2,2,1,1,1
1352,1,3,384,384,128,192,192,3,3,1,1,1,1,2,2,1,1,1
1353,1,128,192,192,256,96,96,3,3,1,1,1,1,2,2,1,1,1
1354,1,256,96,96,512,48,48,3,3,1,1,1,1,2,2,1,1,1
1355,1,64,192,192,128,96,96,3,3,1,1,1,1,2,2,1,1,1
1356,1,128,96,96,256,48,48,3,3,1,1,1,1,2,2,1,1,1
1357,1,256,48,48,512,24,24,3,3,1,1,1,1,2,2,1,1,1
1358,1,32,192,192,64,96,96,3,3,1,1,1,1,2,2,1,1,1
1359,1,64,96,96,128,48,48,3,3,1,1,1,1,2,2,1,1,1
1360,1,3,384,384,16,192,192,3,3,1,1,1,1,2,2,1,1,1
1361,1,16,192,192,32,96,96,3,3,1,1,1,1,2,2,1,1,1
1362,1,32,96,96,64,48,48,3,3,1,1,1,1,2,2,1,1,1
1363,1,64,48,48,128,24,24,3,3,1,1,1,1,2,2,1,1,1
1364,1,96,96,96,192,48,48,3,3,1,1,1,1,2,2,1,1,1
1365,1,192,48,48,384,24,24,3,3,1,1,1,1,2,2,1,1,1
1366,1,24,192,192,48,96,96,3,3,1,1,1,1,2,2,1,1,1
1367,1,48,96,96,96,48,48,3,3,1,1,1,1,2,2,1,1,1
1368,1,96,48,48,192,24,24,3,3,1,1,1,1,2,2,1,1,1
